Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I'm going to hurt myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to hurt myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to hurt myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to jump off a bridge	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to jump off a bridge soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to hang myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to drown soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
There's no hope for me	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to cut myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to cut myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to die soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to die this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to die this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to end my life	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to drown	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to end it all today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to drown this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to drown this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to drown today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to end it all	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to end it all soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to end it all this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to jump off a bridge today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to die today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to take pills today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to jump off a bridge this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to shoot myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to shoot myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to shoot myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to slit my wrists	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to take pills	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to take pills soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to shoot myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to take pills this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to overdose today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm planning to commit suicide soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm planning to commit suicide this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm planning to commit suicide this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm planning to commit suicide today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm planning to cut myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm planning to cut myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to cut myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to take pills this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself with a gun this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm planning to cut myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself tomorrow	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to shoot myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself with a gun soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to jump off a bridge this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself with a gun this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself with a gun today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to off myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to overdose	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to overdose soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to overdose this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to overdose this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I'm going to kill myself with a gun	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	87
I like to write poetry	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I ride a bicycle	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I read the Sunday paper	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I read the newspaper	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I play the trumpet	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I need to work out	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I need to water the garden	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I need to get off the computer	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I need to do the dishes	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I need some coffee	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I make a lot of money	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I’m watching TV	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I lost my keys	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I shop at Target	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I like to read fiction	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I like to play soccer	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I like to play football	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I like listening to jazz	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I left food for the cat	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I just left a message	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I just did laundry	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I haven't made the bed today	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I have dogs	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I have Comcast	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I have cats	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I lost my remote	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I want to go out	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am at home	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I’m watching a movie	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I’m running late	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I’m running errands	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I’m reading a book	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I wish I had a pony	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I went to Boston	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I watch football	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I watch basketball	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I watch baseball	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I was born in Seattle	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I ride in a vanpool	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I want to go shopping	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I ride the bus to work	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I voted	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I spend a lot of time online	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I spend a lot of time on my phone	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I shredded it today	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I should learn how to do that	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I should get organized	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I should get around to it	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I should drink some water	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I should clean the litterbox	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I should check on my garden	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I have 7 dogs	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I want to go to the gym	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Anything is possible	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I have a laptop	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am going on a run	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am going for a walk	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am eating a banana	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am at the grocery store	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am a fast runner	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Heading off to work	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Hanging out with friends	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Everyone is entitled to their own opinion	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Doesn’t matter to me	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Close but no cigar	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am reading	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Baseball season has started	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am watching a baseball game	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Answering the phone	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Another snow day	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Another lazy day in paradise	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Another day in paradise	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Another day another dollar	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I'm at work	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I'm at the gym	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I'm at school	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am currently travelling	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am at work	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am at the gym	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Be there soon	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I don't have a strong opinion either way	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I’ve never been to Mexico	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I have 7 cats	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I have 2 dogs	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I have 2 cats	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I graduated from college	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I got a new haircut	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I got a haircut	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I go walking in the evening	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I farted	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I drive in a carpool	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I don't speak English	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I am on a plane	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I don't have an opinion	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I have a cup of tea	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I don't believe in ghosts	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I didn't answer the phone	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I could go for a drink	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I could go either way	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I can't wait for the weekend	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I can rap	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I can paint	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I can drive a car	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I bought a sandwich for lunch	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I ate some hot dogs	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I ate breakfast	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I don't have much money	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Let’s go Seahawks	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Piece of cake	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
One of those days	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
On my way	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Nice day today	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
My shoes are red	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
My office is cold	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
My birthday is coming up	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Lovely weather	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Looking forward to vacation	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Looking forward to the game	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
I’m watching Netflix	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Looking at the forest, seeing trees	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Seeing who's at the door	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Leaving now	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Keep on keeping on	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Keep calm and carry on	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Just taking a road trip	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Just sitting here and chatting	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Just sitting around	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Just chillin on the sofa	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Just catching up on the news	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
It's time to feed the dog	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
It's suppertime	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
It's raining again	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
Looking forward to the concert	Is there sugar in syrup?	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	88
